item_id,n_interactions,release_year
397460,639,2015
398850,224,2016
400170,364,2015
401810,256,2017
410820,255,2016
438790,248,2016
421960,136,
467380,78,
325730,37,2016
341730,73,2015
343280,64,2015
288470,978,2014
218510,522,2012
253940,660,1999
253960,239,2012
343340,97,2015
207890,249,
231670,280,
242460,280,
242480,280,
295270,323,
97330,937,2012
242640,728,2014
395200,161,2015
29720,389,
219990,834,2016
255420,659,2014
357330,31,2015
435440,61,2016
225200,181,2012
264480,73,2014
472680,191,2016
7970,46,
6820,13,
7010,192,2005
7020,200,2006
7060,159,
8100,194,2008
8690,207,2008
16620,46,2009
12860,34,
8640,202,
47920,404,2011
208500,397,2012
219600,338,
203680,111,2012
229870,204,2013
226760,15,
269730,61,
273840,31,2015
431600,31,2016
95400,578,2014
216260,151,2014
334420,83,2015
369400,312,2015
517910,54,2014
211970,55,2012
223670,286,
286570,70,2015
226580,139,2014
391040,70,2016
378120,326,
63950,113,2011
262120,164,2016
355070,199,2014
356130,333,2015
266310,364,2015
394870,95,
340350,455,2013
356520,188,2015
389700,41,
432280,19,2016
342890,23,2014
348400,7,2014
352010,98,2015
447890,38,2016
485370,11,2016
485410,24,2016
33650,176,2010
205060,274,2012
205070,230,2012
205090,175,2014
361550,28,2015
409660,28,2016
417880,10,2016
422630,190,
290280,148,2014
61500,164,
246980,165,2013
269770,305,2015
286340,506,2014
287580,112,2013
293860,213,2014
239250,183,2014
407810,111,2016
423230,67,2016
453340,13,2016
463320,3,2016
115120,412,2012
251630,398,2014
253290,244,2014
262690,256,2014
263320,219,2014
278640,148,2014
286260,140,2013
293900,73,2014
306700,46,2014
315810,152,2015
322680,25,2015
297120,457,2014
327500,15,2015
351860,86,2015
351870,83,2015
387340,196,2016
388420,111,2015
313020,374,2013
364050,145,2017
390610,10,2015
397570,73,2015
383030,268,
516230,86,
400910,80,2016
413410,199,2016
413420,137,2016
444800,24,2016
10120,16,2008
98900,127,
245390,355,1996
287020,142,1996
441790,119,2017
485380,141,2016
38120,17,2007
37310,15,2009
48120,80,
47730,164,2010
26000,184,2009
1630,164,2006
1640,196,2006
205190,234,2012
233110,59,2013
392450,172,2015
399790,311,2015
429940,89,2016
431710,110,2016
434120,144,2015
440760,91,2016
445130,87,2016
457930,142,
460660,39,
461970,88,2016
468530,59,
485800,31,2016
504770,40,
453170,89,
510050,348,2016
285160,866,2014
434260,173,2016
233190,342,2013
275470,466,2014
403040,111,2015
416270,339,
416450,101,2016
439250,93,2016
462370,50,
210870,89,2013
252670,372,2013
448530,27,2016
324080,177,2014
339010,177,
258200,663,2013
474010,47,2016
230840,112,2014
216110,260,2012
311080,62,2001
355970,50,2015
339440,18,2016
235820,323,2013
242820,598,2013
280460,76,2014
280910,144,2014
429780,22,2017
293220,8,2015
23390,9,
39250,6,
230330,3,2013
220050,459,
329430,249,2015
505040,62,2016
385760,66,2016
357340,113,2016
444940,22,2016
38440,142,2000
229480,182,2013
259680,364,2012
263820,191,2014
271520,108,2014
205990,125,2014
283640,189,2016
293940,250,2014
296930,125,2014
323580,183,2015
325090,196,2014
333210,42,2015
325600,157,
384490,146,
288730,26,2010
404790,142,2016
408930,73,2015
435060,308,
510630,24,2016
234000,843,
255030,32,
433530,45,2017
10130,331,2007
214230,100,
305960,43,2014
448240,27,2016
73170,284,2011
42990,311,2012
227760,166,2013
384630,35,2015
24870,527,2009
58510,179,
98600,376,2011
207060,6,
225220,87,
322850,82,2015
324310,30,2016
408760,6,2016
11280,557,2008
428900,73,2016
462030,159,2016
2780,127,2007
19200,438,2008
18820,378,2010
33130,268,2007
92300,308,2011
212030,486,2012
234290,239,2013
221340,108,
251690,346,2013
255300,244,2013
260530,13,2014
268810,89,2013
280010,37,2015
283000,116,2014
283330,305,2003
285010,234,
286440,204,2014
301460,313,2014
302190,125,2001
305980,122,2014
307350,270,2006
315080,31,2014
316542,25,2014
317330,16,2014
317720,79,2014
319730,73,2007
320540,118,
324070,66,2014
326110,46,2016
331200,105,2015
334300,102,2015
317440,92,2014
339160,150,2015
334690,120,2015
339900,22,
341440,54,2012
342970,53,2016
345920,112,
351040,43,
356070,30,2015
359090,58,2015
336420,159,2015
362400,176,2015
363480,269,2015
363620,280,
365270,90,2015
366800,171,2015
346270,83,
367660,1,2015
370310,131,2015
371390,157,2014
371690,39,2015
372380,30,2015
372820,137,2015
373100,127,
373280,16,
373670,61,2015
373750,6,2015
375220,105,2015
377430,121,2015
378020,49,
382300,169,
384150,199,2015
384980,271,2015
385490,63,2015
386320,93,2015
386420,71,2015
388390,112,2014
391340,64,2015
385240,165,2016
394680,74,2011
397670,62,2015
397580,33,2015
399100,209,2015
404850,16,2016
405650,60,2015
410590,306,
411120,66,2017
420210,93,2015
420270,48,2015
421670,150,2016
427780,149,2015
431510,61,2016
434250,189,2016
443530,29,2016
447940,194,
449020,131,2016
449680,146,2016
459910,107,2016
473630,123,
479170,64,2016
486880,18,2016
488210,160,2016
486500,32,2016
486480,23,2016
502400,80,2016
504490,68,2016
504980,88,2016
12320,248,2006
497940,27,2016
321950,152,2014
367450,431,2016
399270,88,2015
399670,178,2015
377900,74,2015
408740,90,2016
441870,193,2016
462700,9,2016
412940,498,2015
12500,186,2007
7850,160,
32330,82,2008
29650,82,
31170,431,2009
31180,431,2009
31190,431,2009
31200,431,2009
31210,431,2009
10430,221,
45300,293,2009
32450,88,2010
49700,28,
21130,497,2010
58400,181,
50000,124,2010
9980,80,2010
102400,98,2011
97110,31,2001
97120,31,2001
97130,40,2004
106000,53,
204120,422,2012
207320,242,2012
209330,543,2012
228320,543,2013
208860,31,
210490,27,2012
71420,60,
208620,80,2012
208630,85,2012
208640,86,2012
200550,313,2011
200670,329,2011
201490,233,2011
207020,213,2012
216910,412,2012
205810,249,2012
209750,129,2012
214100,114,2012
211180,220,2012
92700,76,2011
58550,232,2011
216290,143,2012
215450,84,
15400,113,2008
29160,113,
207530,153,2012
215060,62,
203350,168,2012
216130,77,2012
215390,9,2012
228400,591,2013
210550,148,2013
230650,130,2013
237430,295,2013
268400,37,2011
306680,229,2014
312630,179,2014
327060,61,2015
327880,31,
259410,41,2014
336520,136,2015
339230,125,2015
230190,340,2015
455440,95,
468700,146,
471710,95,
493400,14,
496240,29,
23500,86,2009
63900,155,2010
63910,394,2010
290340,345,2015
319050,136,2015
365360,58,2017
367600,48,2015
380150,32,2015
388210,77,2016
329790,222,2015
217860,104,
241560,477,2014
11230,234,2008
35300,101,2008
27900,240,2009
32200,156,2009
27920,197,2010
24660,133,
63800,295,2010
92900,149,2011
45450,293,2011
46540,440,2011
35320,110,2012
201070,94,2012
92600,284,2011
33180,270,2009
202070,84,2012
99400,221,2011
2810,672,2005
206410,109,2011
204140,251,
33100,201,2003
211380,52,
46370,189,2010
1690,157,2006
222820,27,
44600,148,2012
46850,67,2010
216090,110,2013
34920,192,2010
247310,89,2013
252050,82,
252230,27,2014
3010,89,2006
25910,118,2008
262870,36,2014
37030,172,2010
270910,33,2015
273820,142,2014
280520,119,2016
285520,28,2008
288710,41,2011
292240,112,1999
292780,128,1998
299480,48,2016
245760,63,
226560,121,2014
327030,93,2016
338930,127,
386180,18,2017
314560,36,2015
447820,225,
451400,10,2016
390340,10,2016
270110,62,2015
302010,272,2014
312640,236,2014
323630,159,2015
358640,128,
362610,148,2006
368750,142,
370090,180,2015
394130,121,
398210,163,2014
403860,41,2015
425680,139,2015
425681,139,
425682,139,
425683,139,
425684,139,
425685,139,
425686,139,
425687,139,
425688,139,
425689,139,
457940,185,
474030,50,2016
486340,125,
508380,46,
214170,731,2002
219760,627,2004
386900,12,2015
24470,232,
201290,384,
403690,146,2016
457230,38,
512470,167,2016
2800,478,2003
2840,440,1999
2850,440,2000
102820,245,
25940,70,2009
42800,70,2009
42820,68,2009
246760,62,2015
61510,121,
61520,170,
261470,65,2014
235900,416,2005
285420,351,2010
287680,73,
290460,261,2014
292230,536,2014
293010,152,
293480,15,2014
300540,487,2014
307960,75,
311310,120,2016
57620,384,2010
57730,242,2011
329680,23,1992
341000,90,2016
375960,37,
371190,15,2008
263200,157,2014
290020,9,2017
307640,219,2011
324190,41,2015
367270,97,2015
439920,15,2016
505210,37,2016
34420,177,2009
46350,148,2010
63960,147,2011
202860,136,
301650,36,2016
412140,193,2015
437160,79,2016
453890,98,2016
212780,101,2012
237550,208,2013
253190,111,2016
245450,247,2001
262210,89,2014
253370,467,2013
266590,278,2013
270770,203,2001
270790,209,2003
270942,32,2014
233350,188,2005
276890,236,2008
286040,520,2014
293240,90,2015
300340,90,2015
305640,219,2014
307090,168,2014
321560,96,2014
331440,404,2014
333660,33,2015
334070,113,2015
340770,81,2016
346450,61,2015
346560,134,2015
351400,70,2015
352520,214,2015
354960,54,2015
354970,54,2015
365330,46,2015
365340,23,2015
367300,60,2015
368470,19,2015
368590,58,2015
373120,42,2015
382480,27,2015
385230,31,2015
387880,30,2015
412460,5,2016
422130,19,2015
21640,98,2009
22670,857,2010
232970,335,2013
233230,360,2013
242780,195,2013
238280,653,
251410,53,2013
251830,131,2013
251910,291,2013
252130,85,2015
253330,247,2014
255280,178,2014
255390,66,2014
222640,87,2013
256030,37,2014
277650,41,2004
256350,187,
258010,377,2013
258220,141,2013
258240,122,2013
259600,268,2013
260330,126,2014
292640,126,
247580,120,2013
237470,37,2013
262590,72,2014
263380,121,2013
265690,151,2014
267340,221,2014
268200,112,2014
268220,165,2014
269330,72,2014
271730,193,2014
274520,127,
275180,148,2014
278100,4,2016
278620,179,2014
279900,132,2016
280040,224,2014
282530,89,2014
285800,91,2014
286380,131,2014
226100,141,2015
288020,53,2014
243930,432,
207000,152,2013
214320,185,
293740,117,2014
294370,116,2014
295750,42,2014
295910,48,2015
297060,143,
297350,67,2014
297370,61,2014
297490,169,2014
297590,15,2014
298790,9,2014
301220,154,2014
253470,226,
302650,83,2014
303550,43,2015
305380,89,2015
310510,304,2015
313130,180,2014
314540,53,2014
316480,176,2014
319140,72,2014
319450,170,2014
319560,165,2014
241990,44,
320150,112,2014
320520,118,2015
321110,185,
321920,139,2014
322210,45,2015
330110,36,
331980,82,2014
332330,9,2015
332620,41,2015
333490,36,2015
276810,259,2015
335560,43,2015
338320,193,2015
339400,54,2015
341020,13,2015
341120,98,2015
341870,79,2015
342650,38,2015
344300,46,2015
345080,81,2015
345090,33,2015
346780,38,2015
350740,64,2016
352900,62,2015
310810,131,2015
355050,28,2015
355630,17,2015
352620,49,2015
356890,47,2015
234920,192,2015
359900,104,2015
360620,44,2015
361830,48,2015
361990,102,2015
362940,3,2015
366210,38,2015
368830,35,2015
369070,20,2016
356420,30,2015
371200,91,2016
371450,44,2015
378080,40,2015
382090,58,2015
387290,144,2016
393950,34,2015
395170,84,2015
395570,30,
405000,4,2016
412520,14,2015
415030,86,2015
418360,12,2016
337480,7,2015
423270,2,2016
423620,28,2016
443420,19,2016
444270,9,2016
445600,12,2016
449690,8,
310060,167,2015
39800,890,2010
269370,174,
310790,286,2014
358830,9,2016
421040,134,2016
249380,247,
282030,205,1998
265330,147,2013
351840,107,
366530,157,2008
385260,140,2014
378480,80,2015
393930,141,2016
405980,253,2015
314240,118,2016
444620,64,2016
490230,89,2016
12530,88,2007
12580,36,2008
12570,29,2008
12600,96,2005
12540,31,2007
12590,88,2008
10660,9,
12670,32,2008
33770,62,2011
49810,138,2011
91800,101,2011
200190,199,2011
12790,200,2009
18450,132,
18460,132,
18420,147,2005
12560,107,2007
33780,25,
12520,131,2007
33730,119,2009
12690,114,2009
33790,36,2011
233510,176,2009
233530,176,
237590,141,2013
242630,68,2013
247350,171,2013
253310,83,2013
253570,126,2013
215630,213,2013
260650,90,2005
217100,219,2013
261960,96,2014
263960,52,2014
264560,107,2014
265240,60,2014
265790,92,2014
268320,85,2015
272040,303,2014
277470,140,2014
277510,122,2014
281350,57,2010
283020,75,2014
288880,102,2014
289400,94,2007
293760,149,2015
294060,60,2015
297100,70,2014
299110,71,2012
299440,70,
299640,54,
302260,92,2014
302320,29,2014
303840,87,2014
303870,41,2014
305390,71,2009
310070,198,2014
310970,30,2014
318440,33,2014
318570,65,2014
315130,29,2015
319830,56,2015
324120,51,2014
325320,50,2014
325470,31,2014
328450,33,1998
330450,44,2015
335000,33,2015
335210,44,2014
338030,41,2014
338710,73,2015
340280,120,2015
340800,105,2014
341640,48,2015
341930,55,2015
348180,39,2015
359190,59,2015
361360,43,2015
362740,28,2011
365280,28,2015
375170,23,2015
375420,38,2015
385360,32,2015
399420,35,
408920,40,2016
414080,86,2015
415960,58,2016
418310,26,2015
423760,52,2015
448070,73,2016
451830,42,2016
463710,37,2016
295770,66,2014
271500,241,2008
283660,212,2014
304500,164,2014
311400,174,2016
326990,100,2014
333650,91,2015
381940,114,
446770,80,
300360,53,2014
336280,85,2014
339470,239,2015
340550,47,
341780,47,2015
326720,44,2014
10110,139,2006
310560,528,
337180,84,2015
494740,136,1987
501970,126,1996
227920,47,2013
291930,18,2014
299250,39,2016
403980,40,2016
232890,256,2014
414130,17,
470600,4,2016
13640,349,
391780,222,2014
402570,202,2016
18470,96,2009
25010,253,2005
40720,420,2009
254960,146,2004
254980,146,
328730,184,2014
373970,171,2015
367910,13,
367930,13,2015
367950,13,2015
410320,121,2016
411830,94,2016
337280,33,
439910,67,2016
467460,29,
98510,188,
246400,97,
248350,193,2012
248450,90,2013
254590,24,
266170,211,2014
344230,59,2015
500360,29,
269170,49,
388340,93,2015
211280,231,2013
262550,213,2014
312920,48,2015
19020,26,
371970,90,2015
32340,146,1990
407060,103,
327140,150,
386690,129,
448280,136,
458890,33,
283920,116,1992
284000,79,1996
294650,93,1993
294660,126,
294680,98,1998
294690,87,2000
294700,79,2003
294710,83,1996
294720,79,1994
283940,139,1994
284020,116,1996
294540,101,1998
294550,82,1999
294570,81,2001
294580,76,1996
270850,774,
1002,64,2005
6350,11,
201830,575,
116120,157,2011
23400,351,2008
245410,200,2013
245430,200,2013
264260,16,
280540,22,2014
200150,21,2015
320840,53,2014
266290,89,
284290,68,
330570,172,2015
351820,47,1998
372960,2,2015
393920,11,2015
19000,145,2008
358480,55,
44310,134,
221680,631,2016
8330,147,2005
343270,98,2013
384300,20,2015
412770,26,
6210,145,2006
38210,224,2009
57800,289,2010
58230,166,2012
46260,268,2010
212700,245,2012
270090,255,2014
286140,178,2014
328920,52,1991
356880,129,2015
375620,106,2015
379290,133,2015
357470,54,2015
482730,10,2016
482750,10,2016
218090,201,2012
211900,95,2012
94304,184,2013
252710,51,1997
253390,37,2015
253690,151,2013
260160,84,2014
237760,174,2013
265670,129,2014
269890,252,2014
270810,41,2013
271360,60,2015
274010,9,2014
278890,118,2014
236130,129,2014
279260,145,2014
279740,5,2006
284790,139,2013
284810,123,2014
286750,26,2004
290490,55,2015
291710,156,2008
291910,41,2014
294730,21,2004
296730,37,2014
297740,144,2015
299020,29,2014
302310,123,2014
316660,65,2014
324470,20,2015
327220,58,2015
328270,88,
328460,65,1999
328990,57,2011
334470,20,2015
336610,77,2014
339190,65,2015
339240,36,2015
342520,70,2014
342740,52,2015
343780,102,2015
345060,55,2015
349550,27,2015
351240,34,2012
325060,22,2015
353560,288,2015
354040,33,2015
358650,30,2015
360040,28,2015
370300,65,2015
378830,35,2015
385150,82,2015
397440,22,2015
288260,14,2015
415350,44,2016
418120,51,2016
428250,23,2015
428270,25,2015
428280,23,2015
440730,25,2017
444420,25,2016
448250,35,2016
498570,9,2016
209370,375,2012
239700,214,2013
316180,54,2014
255010,9,
302240,130,2013
277680,117,2014
486820,178,2016
37600,229,2009
73060,132,2012
253790,59,2014
259470,156,2014
263340,64,2014
282400,155,2004
292160,117,2003
359350,8,2016
47540,116,2010
321800,107,2014
510660,65,
326150,41,2014
280360,50,2015
327950,54,1989
350070,19,2015
359400,16,2015
393200,21,
450500,5,2016
473640,130,
351900,45,2015
45720,86,2010
57680,338,
329280,34,2016
275610,211,2014
326670,116,2015
438490,120,
460870,120,
458710,39,2016
292200,102,2014
357200,46,2015
259700,151,2013
296070,258,
391720,184,2016
338390,97,
12370,88,
12380,88,
2900,78,1997
2910,82,1999
2920,80,2001
6300,214,2006
7800,60,
13000,48,2008
15000,228,2006
13510,383,
13620,340,2002
13630,342,2002
15300,398,2001
20710,90,2007
27400,114,2008
21760,271,
21910,271,
9860,262,
11370,348,2008
38430,43,1999
38220,342,
38460,45,2000
6010,160,1992
6040,152,1995
32310,138,1989
10170,82,
38480,78,
38490,78,1996
41600,78,1999
31890,19,2002
3260,163,2006
11190,159,2009
11040,146,2008
11140,162,2008
11150,145,2004
11180,158,
9800,261,2007
34410,257,2009
12190,11,
32460,588,
4520,343,2004
4530,328,2006
9400,260,
24170,84,
8310,143,2005
8320,142,2006
8340,439,2008
8350,439,
8360,439,
8370,443,
8380,439,
40990,288,2002
42730,20,
34220,82,
99830,184,
92400,42,2011
7220,219,2007
58560,209,2011
58570,116,2011
49330,157,2011
18070,433,2011
46560,229,2002
10240,28,2009
39190,724,2002
39200,755,2005
71270,195,
205840,288,2012
206740,48,
212050,119,2012
212410,118,2012
227000,219,2012
229890,73,2013
233370,131,2013
233680,61,2016
250280,119,
253230,30,2017
227600,223,2013
259170,146,2008
9710,137,2006
260730,155,2001
270950,45,2013
215374,118,2013
302340,89,1991
260270,100,2013
301740,27,2013
302110,36,2013
284140,56,2014
333430,45,2007
336060,50,1994
351050,22,2015
353700,39,2016
357320,5,2015
358090,141,2015
381780,180,2015
310490,21,2015
390720,8,2016
395850,22,2016
397550,412,2015
245370,194,2015
303790,173,2014
313010,188,2015
231990,74,
426750,61,
427820,42,2016
350090,17,2016
457550,148,
90200,142,2010
362870,56,2015
277870,164,2012
351700,19,2016
41730,253,
57700,98,2011
273070,263,2014
322190,42,2016
331181,213,2015
369110,45,2015
438140,70,2016
228880,175,
320400,117,2014
71000,214,2012
396750,49,
210990,27,
296300,29,2017
416880,29,
436530,17,2016
390660,82,2015
37500,42,2009
271920,153,2016
299340,87,2016
360880,46,
299780,141,2014
299540,91,2012
304290,82,2013
312350,6,2012
330820,257,2015
342560,66,2015
348200,18,2015
384110,45,2015
312780,118,2015
400110,286,2015
12330,166,2006
33580,118,
252470,91,
257170,142,2015
285740,50,2015
303760,53,
429620,16,2016
357290,94,2015
320090,13,2015
344770,41,2015
347830,325,2015
350310,20,2015
352780,26,2015
260130,152,2014
312790,98,2015
430960,19,2016
418580,19,2015
58300,69,
247870,138,2013
279160,91,2014
290650,113,2015
292620,239,2014
324750,74,2014
324760,133,2015
345010,43,2016
345120,119,2015
350010,96,2014
354860,111,2015
363510,50,2015
364880,38,2016
366700,68,2015
369040,138,2015
375710,136,2015
384930,97,2015
389810,104,2015
392050,170,
392820,132,2015
397770,65,2013
399580,129,
408440,15,2015
414580,121,2015
418000,35,2016
429280,48,2016
407730,56,
366960,87,2015
396030,101,
447270,155,
450110,52,
453670,43,
453820,69,2016
455970,36,2016
456660,38,2016
461890,41,2016
462060,62,
463920,71,2016
466890,26,
473580,111,
486360,114,2016
513930,20,2016
514820,1,
527810,16,2016
457010,12,2016
45900,39,
269250,187,2014
281860,138,2014
283820,94,2014
283840,89,2014
292480,128,2014
326480,309,2013
333220,188,2014
340730,127,
388750,81,
290530,37,2015
361300,41,2016
399520,173,2015
15220,34,
15230,39,
65100,20,
58540,204,
90500,209,2010
48180,241,
8160,134,
23360,105,
35070,162,2009
39110,113,2010
39260,95,
61010,132,
65270,68,2011
8790,159,2006
224360,9,
229520,304,2013
260930,58,2013
331650,158,2000
12510,114,2007
19930,64,2008
72300,157,
107000,7,
281610,179,2016
308173,28,2015
254820,23,2000
254840,38,2004
392580,43,2016
398170,16,2016
419480,20,2017
356330,308,
16120,28,2007
259760,233,2013
218040,135,2007
251290,36,2015
346670,46,2015
200410,192,2012
412130,62,2016
12420,56,2009
7840,153,2009
3630,77,
47000,98,2008
227800,102,2013
209630,131,2013
325150,33,2014
332200,143,2015
335790,94,2014
344740,30,2017
403830,38,2015
485000,192,2016
208400,205,2012
327670,57,2015
429680,235,2016
19500,47,2008
388060,200,2015
420880,99,2015
357070,147,2015
366970,33,2015
15210,133,2005
252450,86,2015
402190,12,2015
406080,68,2015
330270,72,2015
385530,100,2015
464360,6,2017
313980,85,2014
252070,100,2013
262750,191,2014
263560,184,2013
237350,160,2015
246840,207,2005
325420,159,2014
341950,90,2015
408120,184,2015
411000,166,
377140,41,2016
314230,174,2014
263020,383,2014
259660,74,2015
236690,326,2015
35030,18,
102810,144,2011
223450,106,2013
269610,92,2014
282860,43,2015
290060,46,
299420,173,2014
468490,54,2016
1670,130,2006
9760,38,2006
205270,58,2012
261920,12,2014
301990,42,2014
315240,4,2014
382420,30,2016
460120,73,2016
403180,26,2015
385520,27,2015
39500,463,2006
39510,392,
65540,351,2001
65610,205,2011
262280,186,2015
65600,261,2011
253490,151,2016
268670,29,
313810,23,2015
336150,9,2015
340490,45,2016
346160,20,2015
322300,54,2014
373720,106,2016
442810,98,2016
458830,10,2016
7500,101,
21900,210,
73190,57,2011
102200,319,2011
321030,95,2014
359290,57,
405900,171,2016
489460,88,
50980,2,
335220,37,2015
360390,49,2015
361850,96,2015
434500,21,2016
455110,34,2016
35500,93,
296240,60,2012
359370,11,2015
277910,25,2014
394840,1,
501380,21,
410440,24,2016
449470,87,2016
342580,296,2015
46730,44,2010
9970,16,2011
238870,49,2013
60800,157,2010
3230,96,2007
249930,49,2008
381020,66,2017
513440,24,2016
261700,174,2013
359390,67,2015
40370,18,
318600,79,2016
328900,42,2000
339790,123,2005
256370,94,2014
348820,4,2015
461820,55,2016
3300,123,2006
8970,116,2010
40920,145,
65950,118,
363890,99,2015
327440,26,2014
211670,19,
410670,162,2016
10540,53,
438600,129,2016
246740,250,2013
426560,91,2016
110600,109,2011
306620,32,2014
266090,38,2014
296150,66,2014
35310,81,2009
111300,18,2011
256070,52,2013
3000,36,
228940,57,
288650,8,2014
292800,116,2000
298340,82,2014
306520,40,2006
311820,74,2015
315600,143,2005
324790,17,
352170,2,2015
368740,20,2016
403120,10,2015
428190,3,
450750,15,2016
450670,26,2016
501220,4,
48110,90,
2710,39,2005
431500,97,2016
63610,170,1997
298560,63,2016
302850,31,
303590,44,2014
373470,3,2016
428340,3,2016
431770,21,2016
447530,76,2016
397990,106,2015
404770,88,2016
496680,32,2016
4850,147,2002
202410,125,
251310,102,2013
270270,45,2016
221560,68,
289600,36,2009
296220,37,2013
296280,69,2015
304350,55,2006
303510,78,2014
323040,24,2015
325870,36,2014
328220,34,2015
336790,31,
338980,18,2013
346810,76,2015
360450,26,2015
361950,4,2015
364100,30,2015
375180,52,2015
396800,48,2015
407290,66,2015
375910,100,2015
416590,51,
444440,29,2016
446910,22,2016
448620,24,2016
454100,30,2016
493730,36,2016
502770,11,2016
280320,131,2014
280500,64,2012
351090,156,2015
399780,167,2015
264160,76,2014
109700,51,2011
217490,321,
10100,92,2006
242130,71,2015
495700,79,1993
496760,74,1995
497360,76,1999
500810,82,
502750,84,1989
517790,79,1999
517810,80,2006
280140,92,2014
306260,50,2014
367000,108,2015
370040,100,2015
378180,132,
305490,62,2012
321410,17,2014
349540,30,2015
71390,146,
108110,146,2012
270310,72,2014
321060,33,2014
333640,33,2015
435300,9,2016
442140,2,2016
263460,75,2014
284830,134,2013
355560,28,2016
385680,49,2015
394550,20,2015
452320,30,2016
348380,21,2015
46740,69,2010
11440,172,
11520,23,
11550,24,
11560,103,2007
44360,119,2011
337070,29,2015
385440,6,2015
403940,45,2016
292180,98,2014
265170,78,2014
266250,46,2014
276730,171,2015
329240,162,2015
330670,153,2015
409590,38,2015
427250,162,2016
391730,123,2016
248630,280,2013
312300,54,2014
434520,116,2016
24460,209,2011
246940,31,2014
312860,145,
310110,107,2014
475100,70,
15150,24,
31920,21,2008
249550,66,2014
9850,27,2009
4300,110,2006
3200,39,
29640,59,
2760,299,
248410,142,2013
240440,39,2016
460090,39,
352950,92,2016
397700,83,
388120,77,2016
470270,32,2016
321980,20,2014
383230,111,2016
402120,25,2015
2610,134,2005
100410,40,
301560,19,2015
318130,32,2011
300060,47,
470260,9,2016
321960,41,2015
409450,15,2015
417290,18,2016
313630,93,
3970,66,
15080,29,2007
72400,95,2010
60350,79,2011
204440,91,2012
205830,82,2012
209230,72,2010
223000,64,2012
65500,200,2004
11050,96,2008
12640,130,2009
234350,55,2013
236970,96,2013
235660,124,2009
248190,214,2013
252890,51,2011
256330,128,2013
236890,25,2013
260690,128,2002
260710,123,2004
263860,125,2014
4800,137,2006
277490,167,2014
278420,86,2015
278590,40,2015
281450,36,1999
281640,103,2016
283160,39,
288830,29,2014
288970,31,2014
291630,58,2014
291640,27,2014
292670,35,2014
293600,40,2015
293680,121,2012
298900,53,
302730,51,2013
303260,70,2015
305500,44,2015
305740,128,2014
312970,8,2014
238890,328,2013
314510,54,2014
315320,76,2014
319850,178,2014
322770,65,
329320,69,2014
332810,12,2014
335900,68,2014
342630,34,2014
343730,83,
346950,38,2015
350780,60,2015
310890,120,2015
354920,71,2013
361020,11,2015
332250,64,2015
344410,58,2015
363550,3,2015
363940,47,2015
363960,46,2015
364670,58,2015
366640,2,2017
369180,46,2015
298050,119,2016
410970,93,1996
410980,93,1996
410990,91,2003
374410,67,2015
378590,70,2015
385590,104,2015
385630,82,2015
380210,30,2015
411820,53,
418650,96,
210970,210,2016
428370,55,
436820,102,
416040,27,2016
444460,63,2016
467010,27,2016
486150,29,2016
491650,27,2016
439190,54,2016
440630,30,
446750,89,
448400,23,2016
450540,61,
451840,39,
452710,116,
464540,33,
477130,61,
477270,36,
496230,1,
497820,46,
498600,30,
270130,43,
446620,26,
499540,23,
512220,9,
512240,2,
16710,352,2008
312010,51,2011
200020,117,2011
383520,119,2015
377840,170,2016
252770,94,2013
49320,83,2010
108100,64,
251810,45,
254480,52,2008
319580,59,
348450,4,2015
487700,20,2016
273500,158,2015
246920,20,2017
21400,110,2008
288140,19,2016
467950,51,2016
7260,40,2007
432290,49,2016
283410,238,2005
365420,47,2015
364480,20,2015
80360,196,2012
272600,85,2014
279800,93,2014
236930,36,2014
336130,10,2016
439310,4,2016
442070,70,2016
282740,59,2014
313040,99,2014
326470,40,2014
4420,67,2007
4470,59,2008
33110,117,2009
36910,5,2009
37010,45,2009
45710,98,2010
45730,86,2010
46750,103,2010
61530,68,
200960,245,2001
200980,245,2003
200990,245,2005
201000,245,2006
201010,245,2008
21010,110,2009
21030,94,2009
218020,139,2008
48160,56,
46790,46,2010
235070,233,2013
251770,202,1999
251850,275,2013
253350,69,2013
254320,61,2016
255340,153,2014
42930,111,2009
42940,114,2009
42950,119,2009
255920,186,1993
255940,161,1995
233310,132,2013
261940,99,2013
281430,109,1999
286930,69,
43500,121,2010
289620,29,2008
293320,143,2014
299070,37,2003
301670,80,2003
302180,109,2005
303430,127,2014
302330,72,1989
302350,83,1994
302360,72,1996
302370,71,1998
327930,63,1992
354650,69,2015
357830,16,2015
366000,3,2016
389850,9,2015
391310,26,2016
414510,25,
425580,32,2016
447970,51,2016
471910,26,2016
485490,46,2016
269590,72,2014
300280,48,2015
301420,82,2014
523760,2,2016
252290,27,2014
254460,60,2005
263920,28,2015
270010,51,2014
277520,156,2015
278810,47,2015
279580,53,2014
299050,41,1998
311250,158,2014
321270,16,
328710,10,2015
331720,48,2015
337880,23,2014
341070,47,2015
342550,22,2016
347670,33,2015
363930,6,2016
367110,7,2015
368860,22,2016
374060,10,2015
366160,5,2016
382140,35,2015
391390,17,
394760,48,2016
401680,22,2016
405010,19,2015
413830,10,2016
418300,16,2015
421900,3,2015
429490,17,2015
429720,22,2016
434020,25,2016
436860,3,2016
448370,33,2016
458000,36,2016
211780,101,2002
220823,177,2013
220824,121,2013
265380,183,2014
239720,35,2013
311140,33,2006
342230,95,2015
354180,56,2015
